filename,video-duration,fps,video-frames
v_00Dk03Jr70M.mp4,152.24,25.0,3806
v_00S8I27qDU4.mp4,37.28,25.0,932
v_02V8Hz-M6BM.mp4,55.24,25.0,1381
v_02WlEYafQ9Q.mp4,79.92,25.0,1998
v_02yDi9BaDO8.mp4,77.68,25.0,1942
v__032TQam_mY.mp4,69.0,25.0,1725
v_03BMaaMEcNo.mp4,186.72,25.0,4668
v_03KTIy44yTo.mp4,96.2,25.0,2405
v_047dUA_39x8.mp4,81.08,25.0,2027
v_04LdesS7Pxk.mp4,185.08,25.0,4627
v_06dIgOEgYp0.mp4,237.64,25.0,5941
v_-06dWmCzbxY.mp4,65.4,25.0,1635
v_06eyqLosXjU.mp4,227.72,25.0,5693
v_06ofnvq2Hjs.mp4,203.4,25.0,5085
v_07GFy_Z7Nuc.mp4,60.08,25.0,1502
v_085A7Iv6xzA.mp4,160.88,25.0,4022
v_08afjR_3SwI.mp4,61.08,25.0,1527
v_08ItAtlb60Q.mp4,80.08,25.0,2002
v_08uNrWxxHGY.mp4,192.24,25.0,4806
v_08wKlw4a_so.mp4,25.24,25.0,631
v_09G6PvM5q9Y.mp4,203.16,25.0,5079
v_0_9_HIvxNMw.mp4,198.28,25.0,4957
v_09Kr5TQ9DHQ.mp4,122.2,25.0,3055
v_09MaNbzc2TA.mp4,143.56,25.0,3589
v_0acEl97ZBME.mp4,102.72,25.0,2568
v_0AjYz-s4Rek.mp4,81.72,25.0,2043
v_0A-p1Q0rseE.mp4,102.48,25.0,2562
v_0-auIBOTx9E.mp4,151.56,25.0,3789
v_0bbL30qENMg.mp4,201.92,25.0,5048
v_0Bd8Js6Pf6E.mp4,68.04,25.0,1701
v_0bjHe_5nACw.mp4,124.6,25.0,3115
v_0bosp4-pyTM.mp4,115.6,25.0,2890
v_0_BvBpwDMpU.mp4,57.04,25.0,1426
v_0BXBfSWIR2k.mp4,6.6,25.0,165
v_0bXzFAKRoBU.mp4,31.08,25.0,777
v__0CqozZun3U.mp4,294.24,25.0,7356
v_0CTnYEE7rdo.mp4,148.24,25.0,3706
v_0cYB-WFrVxk.mp4,223.96,25.0,5599
v_0-CYG7bH54A.mp4,125.72,25.0,3143
v_0D9EmyHxhcg.mp4,194.44,25.0,4861
v_0DEF7Mp7ZP4.mp4,142.28,25.0,3557
v_0dgmG3h9RLA.mp4,78.28,25.0,1957
v_0dkIuFFlLRM.mp4,94.56,25.0,2364
v_0e7-mNDgIXw.mp4,195.36,25.0,4884
v_0EbXjHsMBmM.mp4,208.08,25.0,5202
v_0EDEA8dZeGo.mp4,134.16,25.0,3354
v_--0edUL8zmA.mp4,92.04,25.0,2301
v_0ERgbWePjWk.mp4,4.12,25.0,103
v_0-F3q8Aj9Zk.mp4,207.36,25.0,5184
v_0fNBm46reNg.mp4,89.04,25.0,2226
v_0FTaJwbFdZI.mp4,203.56,25.0,5089
v_0fw8it7Gj7k.mp4,163.12,25.0,4078
v_0gA_3BAxtVM.mp4,175.8,25.0,4395
v_0gkxTQGR6zI.mp4,38.04,25.0,951
v_0gm_g4rYCic.mp4,143.52,25.0,3588
v_0_GpcrCLdag.mp4,83.96,25.0,2099
v_0GpNcvAVWVg.mp4,193.92,25.0,4848
v_0Gr4aKQzGYk.mp4,67.32,25.0,1683
v_0gvD2pktxxw.mp4,176.72,25.0,4418
v_0h45uztur-o.mp4,171.88,25.0,4297
v_0H_9zlnmW4U.mp4,230.08,25.0,5752
v_0hfKWxuVT5k.mp4,236.8,25.0,5920
v_0HrPpZa_xv8.mp4,20.92,25.0,523
v_0hWGSkDnRHA.mp4,208.52,25.0,5213
v_-0i3BpAQAgE.mp4,64.72,25.0,1618
v_0IFJNGqjsUQ.mp4,118.0,25.0,2950
v_0-igBOtXYeE.mp4,154.28,25.0,3857
v__0IkiqDouX8.mp4,149.88,25.0,3747
v_0IN40z63WAU.mp4,231.92,25.0,5798
v_0_IShglbOQ4.mp4,78.72,25.0,1968
v_0ivHmKR8cUw.mp4,92.08,25.0,2302
v_0IxId05Eo6k.mp4,85.08,25.0,2127
v_0J55EGFLglQ.mp4,19.76,25.0,494
v_0j9TxzwRr6E.mp4,176.76,25.0,4419
v_0jBwj0bfZ3Y.mp4,29.84,25.0,746
v_0JCM9uzZafU.mp4,227.92,25.0,5698
v_0je8CeAJABY.mp4,65.0,25.0,1625
v_0jeq5CeP2P0.mp4,97.32,25.0,2433
v_0JpULUYPDX0.mp4,99.92,25.0,2498
v_0jrThYemNLs.mp4,63.92,25.0,1598
v_0jvbBtMIA8k.mp4,224.2,25.0,5605
v_0K1SrDmREzs.mp4,52.56,25.0,1314
v_0-kEI13BtcY.mp4,158.16,25.0,3954
v_0kfJ7Lu4tvo.mp4,221.48,25.0,5537
v_0KwSF8NdEug.mp4,217.72,25.0,5443
v_0kykNR9FUWU.mp4,97.56,25.0,2439
v_0L959X4oxaY.mp4,59.0,25.0,1475
v_0LebHO3TvzE.mp4,18.48,25.0,462
v_0lYwrXV1R3A.mp4,146.08,25.0,3652
v_0lzqfDIWXtw.mp4,84.24,25.0,2106
v_0m63LNVHP1U.mp4,136.72,25.0,3418
v_0McanL-Gob8.mp4,228.68,25.0,5717
v_0Mn0gxECBLA.mp4,63.0,25.0,1575
v__0mR06FcftE.mp4,124.4,25.0,3110
v_0MtST08F2Xc.mp4,36.8,25.0,920
v_0MyaFtXcTKI.mp4,217.88,25.0,5447
v_-0NfmccuL9Q.mp4,215.52,25.0,5388
v_0O589B9zr84.mp4,114.84,25.0,2871
v_0OxOI3sAIrM.mp4,80.48,25.0,2012
v_0p34rFNYj_M.mp4,67.0,25.0,1675
v_0p3JN4KJsUs.mp4,97.2,25.0,2430
v_0PbmXOVIwGc.mp4,120.72,25.0,3018
v_0pGXfomqurw.mp4,156.6,25.0,3915
v_0PLaN0hmMDY.mp4,234.6,25.0,5865
v_0PnAEoMx-v0.mp4,95.68,25.0,2392
v_0pxONuRdIAY.mp4,147.0,25.0,3675
v_0PyY_iHBZHk.mp4,104.92,25.0,2623
v_0Q9RHSEFeMI.mp4,166.48,25.0,4162
v_0QDPpdms08g.mp4,119.6,25.0,2990
v_0Qed9-9yp9Q.mp4,209.48,25.0,5237
v_0qTzoVjsMpQ.mp4,225.64,25.0,5641
v_0QyHaXliXKs.mp4,158.44,25.0,3961
v_0rDb-zfhH0E.mp4,201.04,25.0,5026
v_0rDLcTmgzGQ.mp4,134.0,25.0,3350
v_0-ReTddxkhg.mp4,74.8,25.0,1870
v_0RUMAGGab1k.mp4,124.44,25.0,3111
v_0RUs80IYF38.mp4,29.56,25.0,739
v_0rX2f0H3AaA.mp4,83.28,25.0,2082
v_0RZ5_8VD4vc.mp4,39.88,25.0,997
v_0S0fNrI4oVs.mp4,85.76,25.0,2144
v__0sDAdyMtnk.mp4,126.2,25.0,3155
v_0SmA1cGocz4.mp4,214.2,25.0,5355
v_0T14tLwBafQ.mp4,38.36,25.0,959
v_0T1FKHx3yOk.mp4,237.44,25.0,5936
v_0T7yANM5I5Y.mp4,22.12,25.0,553
v_0tJ7eW6TKKM.mp4,159.16,25.0,3979
v_0UcBldDI0RA.mp4,156.48,25.0,3912
v_0ufZs4e24Xs.mp4,173.8,25.0,4345
v_0uh3HP895OA.mp4,131.4,25.0,3285
v_0UR4hXxt68E.mp4,207.8,25.0,5195
v_0vCynjlkM5A.mp4,13.0,25.0,325
v_0VHUSC4YFT4.mp4,86.44,25.0,2161
v_0vIFg1eE7Tw.mp4,203.64,25.0,5091
v_0vJfctL116Y.mp4,148.08,25.0,3702
v_0w2XFd-Q9Eg.mp4,18.48,25.0,462
v_0WJX2A6PSnA.mp4,22.0,25.0,550
v_0wpStx2JuS4.mp4,69.12,25.0,1728
v_0WRxp0X0edY.mp4,159.16,25.0,3979
v_0WVkoTBmhA0.mp4,153.84,25.0,3846
v_0wwx4wnHv-U.mp4,8.72,25.0,218
v_0X34KkUlCAI.mp4,101.56,25.0,2539
v_0_xap_BBDrw.mp4,47.88,25.0,1197
v_0xJPQ1I8-e0.mp4,27.92,25.0,698
v_0XRZ2F5B7fQ.mp4,61.48,25.0,1537
v_0xtS7g7vZLU.mp4,145.12,25.0,3628
v_0xxl3iG3VKY.mp4,46.76,25.0,1169
v_0Yb2EQlAEYM.mp4,70.84,25.0,1771
v_0YPfoB84Fes.mp4,86.12,25.0,2153
v_0YQPGAsZPgY.mp4,166.04,25.0,4151
v_0ys4fnsu9Jc.mp4,64.4,25.0,1610
v_0ysVELHeEyc.mp4,165.4,25.0,4135
v_0z7qHOca3D4.mp4,115.4,25.0,2885
v_0z_dyY_89ys.mp4,96.32,25.0,2408
v_0Zg9UgCp4a4.mp4,109.72,25.0,2743
v_0_ZLjaAEx5s.mp4,163.88,25.0,4097
v_0Z_mhRoqG2E.mp4,108.2,25.0,2705
v_0zXTrkgUj0U.mp4,56.64,25.0,1416
v_0ZzKrBk1ac8.mp4,57.24,25.0,1431
v_10uSu442cOE.mp4,141.08,25.0,3527
v_12IrPzohRSw.mp4,113.4,25.0,2835
v_12qgT1JASV4.mp4,159.16,25.0,3979
v_12sz7NMvyfI.mp4,68.56,25.0,1714
v_134sVNOzn_w.mp4,125.28,25.0,3132
v_13hdhdieZuc.mp4,51.08,25.0,1277
v_13vEnzRCKzo.mp4,131.2,25.0,3280
v_14AnvDNV5BI.mp4,22.28,25.0,557
v_14dA-qLmNZo.mp4,65.16,25.0,1629
v_14X-i7vqXWU.mp4,211.0,25.0,5275
v_15HUSdsIHxg.mp4,116.76,25.0,2919
v_15vwVfNA99o.mp4,175.68,25.0,4392
v_15Yf7NIDLtM.mp4,155.16,25.0,3879
v_16g-sBraeKE.mp4,225.16,25.0,5629
v_16Mq9vM7Nck.mp4,77.4,25.0,1935
v_16T82DHJClA.mp4,123.2,25.0,3080
v_17nr8u_ze0o.mp4,57.24,25.0,1431
v_17ODXa4CEmI.mp4,112.24,25.0,2806
v_17ytsjuUCRA.mp4,54.68,25.0,1367
v_17zMW3rzlR4.mp4,83.2,25.0,2080
v_18k_K9cFFJg.mp4,192.12,25.0,4803
v_18QVPZgjy8w.mp4,132.32,25.0,3308
v_18qVzfQ9VAs.mp4,70.72,25.0,1768
v_19fGZFUE7yE.mp4,112.12,25.0,2803
v_19SHLOheCmo.mp4,231.04,25.0,5776
v_19YCgLDhfoE.mp4,106.04,25.0,2651
v_1aCwFDS0j2A.mp4,75.64,25.0,1891
v_1AEZ9fDDkz4.mp4,94.48,25.0,2362
v_1aNOjjLWjxc.mp4,2.92,25.0,73
v_1Ao43T5yRjI.mp4,182.04,25.0,4551
v_1aRRlW0k-_4.mp4,93.28,25.0,2332
v_1ATBCBUgflA.mp4,68.12,25.0,1703
v_1AxGiLSmGZo.mp4,59.96,25.0,1499
v_1AZxtWKkRlo.mp4,193.2,25.0,4830
v_1bcm3LHTI_w.mp4,129.44,25.0,3236
v_1BfYAuxv6Wk.mp4,63.44,25.0,1586
v_1BWF1U1dJ_w.mp4,105.84,25.0,2646
v_1C0Ur7fen8s.mp4,71.12,25.0,1778
v_1cccnJAK7TI.mp4,66.0,25.0,1650
v_1Cdqwg7Giv4.mp4,186.2,25.0,4655
v_-1CEVKeAyA8.mp4,202.32,25.0,5058
v_1Cf8TkmsbMU.mp4,135.92,25.0,3398
v_1d6FGbM4FRM.mp4,105.36,25.0,2634
v_1D7iddqIIhM.mp4,15.84,25.0,396
v_1dFLeGRT0NQ.mp4,151.64,25.0,3791
v_1dM62Xpm9Ns.mp4,187.08,25.0,4677
v_1Dpm9kvn3M8.mp4,84.0,25.0,2100
v_1DvNkSGk-JA.mp4,67.36,25.0,1684
v_1ErQKcUju8o.mp4,104.04,25.0,2601
v_1ezOsdHncXo.mp4,83.28,25.0,2082
v_1f8iBakydSI.mp4,13.72,25.0,343
v_1F_CSpL_4Dg.mp4,124.04,25.0,3101
v_1f_EQl4C700.mp4,204.12,25.0,5103
v_1fF1OQtpctg.mp4,213.6,25.0,5340
v_1FFbrlvDQ7c.mp4,196.2,25.0,4905
v_1FKoT6uFsjY.mp4,184.92,25.0,4623
v_1FlnQzPzS2Q.mp4,80.92,25.0,2023
v_1fmaEo3wzxg.mp4,193.2,25.0,4830
v_1FMjfLRpXwM.mp4,141.96,25.0,3549
v_1fyxOUEihAQ.mp4,109.88,25.0,2747
v_1G3rv9ssDY4.mp4,105.72,25.0,2643
v_1G5cu1NvDFw.mp4,43.08,25.0,1077
v_1gM0xfKN-Kc.mp4,220.88,25.0,5522
v_1GQARL4coRo.mp4,117.76,25.0,2944
v_1gradpCDbPU.mp4,60.12,25.0,1503
v_1GXQLnTalcg.mp4,109.96,25.0,2749
v_1GzrcmQ5Pcc.mp4,160.24,25.0,4006
v_1hTqfvjis9E.mp4,39.84,25.0,996
v_1HWajOhmPVg.mp4,26.44,25.0,661
v_-1IBHYS3L-Y.mp4,252.68,25.0,6317
v_1iIG5D3jTk4.mp4,96.2,25.0,2405
v_-1IlTIWPNs4.mp4,86.0,25.0,2150
v_1ILXipBgbTs.mp4,60.28,25.0,1507
v_1iP5k9jHBRU.mp4,50.76,25.0,1269
v_1izVZnE0l7k.mp4,208.28,25.0,5207
v_1JeK3U_nUUc.mp4,141.76,25.0,3544
v_1JEQbXJC85w.mp4,223.8,25.0,5595
v__1JGrGGCY9k.mp4,184.4,25.0,4610
v_1JHqxhajh60.mp4,99.72,25.0,2493
v_1KKVWzCwRSA.mp4,123.96,25.0,3099
v_1kMPW5huHWQ.mp4,56.16,25.0,1404
v_1KVxpHAC08g.mp4,137.12,25.0,3428
v_1LdbczjQPII.mp4,163.28,25.0,4082
v_1LrEiYVd3qg.mp4,182.72,25.0,4568
v_1lu7Sbu3a6o.mp4,61.68,25.0,1542
v_1mksQqxFtv4.mp4,13.92,25.0,348
v_1MQkI4UafqE.mp4,79.68,25.0,1992
v_1-nEQf-TJPE.mp4,55.52,25.0,1388
v_1nXLVjfupto.mp4,229.24,25.0,5731
v_1o9RGnujlkI.mp4,130.44,25.0,3261
v_1oaJBEdY6ao.mp4,39.24,25.0,981
v_1o-Fx2dGfpc.mp4,77.8,25.0,1945
v_1OJa2iiFxfk.mp4,234.24,25.0,5856
v_1Om21fCH1sI.mp4,30.16,25.0,754
v_1OmzECVyIww.mp4,45.72,25.0,1143
v_1opIvQF0m_M.mp4,116.08,25.0,2902
v_1oyWMusaDTI.mp4,61.6,25.0,1540
v_1P_BTFhNZFo.mp4,140.84,25.0,3521
v_1p_HYu0EZAk.mp4,45.4,25.0,1135
v_1_PiNdPt6RU.mp4,15.0,25.0,375
v_1pOmOTz-bzk.mp4,63.48,25.0,1587
v_1PpVSeE2BJ8.mp4,48.2,25.0,1205
v_1PTNnaEu8xo.mp4,162.84,25.0,4071
v_1P_y_DLlg-E.mp4,26.24,25.0,656
v_1qi8ZXUH_wY.mp4,82.48,25.0,2062
v_1QjVfj0S8qQ.mp4,62.72,25.0,1568
v_1R25VGmqS9o.mp4,72.08,25.0,1802
v_1RJgvoFfbkI.mp4,96.56,25.0,2414
v_1RMNLqb8OWI.mp4,163.52,25.0,4088
v_1RQOgX36Z2E.mp4,218.56,25.0,5464
v_1RYEOaCeV4k.mp4,174.92,25.0,4373
v_1sA-lEbrgak.mp4,70.04,25.0,1751
v_1SdH6HFnOZA.mp4,123.24,25.0,3081
v_1SouLWwpbvU.mp4,130.68,25.0,3267
v_1sp7zRy1Rxo.mp4,132.44,25.0,3311
v_1SQAnbh_lcM.mp4,224.04,25.0,5601
v_1stYB5_yR5k.mp4,181.84,25.0,4546
v_1SXVKikAHdM.mp4,179.56,25.0,4489
v_1t0yXLlX1XE.mp4,84.76,25.0,2119
v_1tEJRzqqalM.mp4,231.16,25.0,5779
v_1tRTSOnylOs.mp4,68.72,25.0,1718
v_1TWdrO8cCxA.mp4,82.88,25.0,2072
v_1uC0xzyx4Bc.mp4,211.92,25.0,5298
v_1UIhgxQXcfI.mp4,224.72,25.0,5618
v_1UQYk6ohuRE.mp4,177.0,25.0,4425
v_1Uur858vdY8.mp4,30.76,25.0,769
v_1V0TqgcXSVk.mp4,104.72,25.0,2618
v_1v5HE_Nm99g.mp4,226.16,25.0,5654
v_1VAugQRO05g.mp4,109.92,25.0,2748
v_1VDNFR3vQR4.mp4,53.08,25.0,1327
v_1VmqefkNV_8.mp4,171.76,25.0,4294
v_1wiGNX_S8ZU.mp4,109.0,25.0,2725
v_1wqSUOGmpBs.mp4,129.6,25.0,3240
v_1WR4jgFCqRw.mp4,81.04,25.0,2026
v_1WSFrupQzQI.mp4,62.4,25.0,1560
v_1Xav7gMRCOQ.mp4,44.28,25.0,1107
v_1xcFq3SkTKk.mp4,175.72,25.0,4393
v_1XicledQXng.mp4,120.92,25.0,3023
v_1xQTlp0hscs.mp4,234.6,25.0,5865
v_1XQUDJhMcj8.mp4,120.92,25.0,3023
v_1Xt1gZfZ2Rw.mp4,160.16,25.0,4004
v_1Y1pKGFm-pQ.mp4,32.76,25.0,819
v_1Y3BV0Awjuo.mp4,111.16,25.0,2779
v_1y9s_l_DIEk.mp4,20.72,25.0,518
v_1_YFTTzzLrI.mp4,28.88,25.0,722
v_1YGz5CQBflM.mp4,82.28,25.0,2057
v_1Z3mjpu1I2A.mp4,152.52,25.0,3813
v_1ZuUq5rVwPs.mp4,126.32,25.0,3158
v_1zyyumIi0iQ.mp4,232.12,25.0,5803
v_20i6YGSnt-c.mp4,54.56,25.0,1364
v_21krmbuT21s.mp4,58.04,25.0,1451
v_22n4w0uferc.mp4,189.4,25.0,4735
v_23ApAC123aQ.mp4,133.68,25.0,3342
v_23-lat1nVJg.mp4,10.08,25.0,252
v_259K1wC2IMk.mp4,119.0,25.0,2975
v_25dJIdZj6Xs.mp4,6.72,25.0,168
v_26qGsfI9tZ8.mp4,49.04,25.0,1226
v_27e4y89XeyI.mp4,20.04,25.0,501
v_27Pg4wHah2I.mp4,93.48,25.0,2337
v_28GYivx4lyk.mp4,10.88,25.0,272
v_28P5f3p_32g.mp4,139.44,25.0,3486
v_28QW8P1x_LE.mp4,192.52,25.0,4813
v_29k1TypoU4w.mp4,86.6,25.0,2165
v_29kX1NaPGP0.mp4,99.56,25.0,2489
v_29Vrl0rJbSo.mp4,214.2,25.0,5355
v_2bEr09bbqAA.mp4,102.0,25.0,2550
v_2b_hjshny54.mp4,165.48,25.0,4137
v_2bkQz8BcKZ4.mp4,118.2,25.0,2955
v_2bnO6YWXCiU.mp4,55.2,25.0,1380
v_2bS6JfPF1mk.mp4,23.4,25.0,585
v_2cc7BoZHEJI.mp4,88.32,25.0,2208
v_2CfCDcCuOO4.mp4,90.88,25.0,2272
v_2cUJTeArPsI.mp4,14.48,25.0,362
v_2cYfV33Qw4Y.mp4,165.28,25.0,4132
v_-2DajzzRwn0.mp4,191.12,25.0,4778
v_2DCeEAz8iO8.mp4,164.04,25.0,4101
v_2dFLbFsFyuY.mp4,97.64,25.0,2441
v_2Dlfwnvz76Q.mp4,77.48,25.0,1937
v_2DMOP9Fy91U.mp4,132.6,25.0,3315
v_2DtotlMv9Gg.mp4,65.52,25.0,1638
v_2DTwoKZsLMo.mp4,163.52,25.0,4088
v_2duxXAsCW0k.mp4,36.44,25.0,911
v_2DvHUEFc5VA.mp4,191.36,25.0,4784
v_2DvMNOas7jY.mp4,170.12,25.0,4253
v_-2dxp-mv2zo.mp4,126.4,25.0,3160
v_2eep4G5Tgho.mp4,26.6,25.0,665
v_2EfjOGiEeJs.mp4,88.12,25.0,2203
v_2ehPAKS6Gpo.mp4,30.12,25.0,753
v_2EQMXueAmCA.mp4,27.24,25.0,681
v_2ErgL7-MXHw.mp4,11.0,25.0,275
v_2ESPauwYUnQ.mp4,30.24,25.0,756
v_2FcdD7WapJM.mp4,56.32,25.0,1408
v_2FjaU9wfxaU.mp4,161.48,25.0,4037
v_2FKWKDEg5KE.mp4,204.4,25.0,5110
v_2fp9Ni7Ms6A.mp4,45.92,25.0,1148
v_2FRzNpVz6f8.mp4,56.4,25.0,1410
v_2fs09c8gFsk.mp4,101.24,25.0,2531
v_2gc5VDx2xY8.mp4,19.16,25.0,479
